ticker,end_period_ts,end_period_utc,interval_min,price_open,price_high,price_low,price_close,price_mean,price_previous,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,volume,open_interest
KXHIGHLAX-25JUL02-B68.5,1751416440,2025-07-02T00:34:00+00:00,1,,,,,,0.3300,0.3100,0.3100,0.3100,0.3100,0.3300,0.3500,0.3300,0.3300,0.00,1104.00
KXHIGHLAX-25JUL02-B68.5,1751416560,2025-07-02T00:36:00+00:00,1,,,,,,0.3300,0.3100,0.3100,0.3100,0.3100,0.3300,0.3500,0.3300,0.3400,0.00,1104.00
KXHIGHLAX-25JUL02-B68.5,1751416980,2025-07-02T00:43:00+00:00,1,,,,,,0.3300,0.3100,0.3100,0.3100,0.3100,0.3400,0.3400,0.3400,0.3400,0.00,1104.00
KXHIGHLAX-25JUL02-B68.5,1751417220,2025-07-02T00:47:00+00:00,1,,,,,,0.3300,0.3100,0.3100,0.3100,0.3100,0.3400,0.3400,0.3400,0.3400,0.00,1104.00
KXHIGHLAX-25JUL02-B68.5,1751417340,2025-07-02T00:49:00+00:00,1,,,,,,0.3300,0.3100,0.3100,0.3100,0.3100,0.3400,0.3500,0.3400,0.3500,0.00,1104.00
KXHIGHLAX-25JUL02-B68.5,1751417520,2025-07-02T00:52:00+00:00,1,,,,,,0.3300,0.3100,0.3100,0.3100,0.3100,0.3500,0.3500,0.3400,0.3400,0.00,1104.00
KXHIGHLAX-25JUL02-B68.5,1751417580,2025-07-02T00:53:00+00:00,1,,,,,,0.3300,0.3100,0.3200,0.3100,0.3200,0.3400,0.3400,0.3400,0.3400,0.00,1104.00
KXHIGHLAX-25JUL02-B68.5,1751417700,2025-07-02T00:55:00+00:00,1,,,,,,0.3300,0.3200,0.3200,0.3200,0.3200,0.3400,0.3500,0.3300,0.3300,0.00,1104.00
KXHIGHLAX-25JUL02-B68.5,1751417760,2025-07-02T00:56:00+00:00,1,0.3300,0.3300,0.3300,0.3300,0.3300,0.3300,0.3200,0.3300,0.3200,0.3200,0.3300,0.3500,0.3300,0.3500,7.00,1111.00
KXHIGHLAX-25JUL02-B68.5,1751417880,2025-07-02T00:58:00+00:00,1,,,,,,0.3300,0.3200,0.3200,0.3200,0.3200,0.3500,0.3500,0.3300,0.3300,0.00,1111.00
KXHIGHLAX-25JUL02-B68.5,1751417940,2025-07-02T00:59:00+00:00,1,0.3200,0.3200,0.3200,0.3200,0.3200,0.3300,0.3200,0.3200,0.3200,0.3200,0.3300,0.3300,0.3300,0.3300,5.00,1116.00
KXHIGHLAX-25JUL02-B68.5,1751418060,2025-07-02T01:01:00+00:00,1,,,,,,0.3200,0.3200,0.3200,0.3200,0.3200,0.3300,0.3300,0.3300,0.3300,0.00,1116.00
KXHIGHLAX-25JUL02-B68.5,1751418120,2025-07-02T01:02:00+00:00,1,,,,,,0.3200,0.3200,0.3200,0.3200,0.3200,0.3300,0.3300,0.3300,0.3300,0.00,1116.00
KXHIGHLAX-25JUL02-B68.5,1751418240,2025-07-02T01:04:00+00:00,1,,,,,,0.3200,0.3200,0.3200,0.3200,0.3200,0.3300,0.3500,0.3300,0.3300,0.00,1116.00
KXHIGHLAX-25JUL02-B68.5,1751418420,2025-07-02T01:07:00+00:00,1,,,,,,0.3200,0.3200,0.3200,0.3200,0.3200,0.3300,0.3500,0.3300,0.3300,0.00,1116.00
KXHIGHLAX-25JUL02-B68.5,1751419020,2025-07-02T01:17:00+00:00,1,0.3200,0.3200,0.3100,0.3100,0.3114,0.3200,0.3200,0.3200,0.3100,0.3100,0.3300,0.3300,0.3300,0.3300,70.00,1186.00
KXHIGHLAX-25JUL02-B68.5,1751419140,2025-07-02T01:19:00+00:00,1,,,,,,0.3100,0.3100,0.3100,0.3100,0.3100,0.3300,0.3300,0.3300,0.3300,0.00,1186.00
KXHIGHLAX-25JUL02-B68.5,1751419200,2025-07-02T01:20:00+00:00,1,0.3100,0.3100,0.3100,0.3100,0.3100,0.3100,0.3100,0.3100,0.3100,0.3100,0.3300,0.3300,0.3300,0.3300,14.00,1200.00
KXHIGHLAX-25JUL02-B68.5,1751419260,2025-07-02T01:21:00+00:00,1,,,,,,0.3100,0.3100,0.3100,0.3100,0.3100,0.3300,0.3300,0.3300,0.3300,0.00,1200.00
KXHIGHLAX-25JUL02-B68.5,1751419320,2025-07-02T01:22:00+00:00,1,,,,,,0.3100,0.3100,0.3100,0.3100,0.3100,0.3300,0.3500,0.3300,0.3300,0.00,1200.00
KXHIGHLAX-25JUL02-B68.5,1751419560,2025-07-02T01:26:00+00:00,1,,,,,,0.3100,0.3100,0.3100,0.3100,0.3100,0.3300,0.3300,0.3300,0.3300,0.00,1200.00
KXHIGHLAX-25JUL02-B68.5,1751420400,2025-07-02T01:40:00+00:00,1,0.3100,0.3100,0.3100,0.3100,0.3100,0.3100,0.3100,0.3100,0.3100,0.3100,0.3300,0.3300,0.3300,0.3300,186.00,1200.00
KXHIGHLAX-25JUL02-B68.5,1751420580,2025-07-02T01:43:00+00:00,1,,,,,,0.3100,0.3100,0.3100,0.3100,0.3100,0.3300,0.3300,0.3300,0.3300,0.00,1200.00
KXHIGHLAX-25JUL02-B68.5,1751421300,2025-07-02T01:55:00+00:00,1,,,,,,0.3100,0.3100,0.3100,0.3100,0.3100,0.3300,0.3500,0.3300,0.3300,0.00,1200.00
KXHIGHLAX-25JUL02-B68.5,1751421480,2025-07-02T01:58:00+00:00,1,,,,,,0.3100,0.3100,0.3100,0.3100,0.3100,0.3300,0.3300,0.3300,0.3300,0.00,1200.00
KXHIGHLAX-25JUL02-B68.5,1751421720,2025-07-02T02:02:00+00:00,1,0.3100,0.3100,0.3100,0.3100,0.3100,0.3100,0.3100,0.3100,0.3100,0.3100,0.3300,0.3300,0.3200,0.3200,6.00,1206.00
KXHIGHLAX-25JUL02-B68.5,1751421960,2025-07-02T02:06:00+00:00,1,0.3200,0.3200,0.3200,0.3200,0.3200,0.3100,0.3100,0.3100,0.3100,0.3100,0.3200,0.3300,0.3200,0.3300,10.00,1216.00
KXHIGHLAX-25JUL02-B68.5,1751422020,2025-07-02T02:07:00+00:00,1,,,,,,0.3200,0.3100,0.3100,0.3100,0.3100,0.3300,0.3300,0.3300,0.3300,0.00,1216.00
KXHIGHLAX-25JUL02-B68.5,1751422500,2025-07-02T02:15:00+00:00,1,,,,,,0.3200,0.3100,0.3100,0.3100,0.3100,0.3300,0.3300,0.3300,0.3300,0.00,1216.00
KXHIGHLAX-25JUL02-B68.5,1751422740,2025-07-02T02:19:00+00:00,1,,,,,,0.3200,0.3100,0.3100,0.3100,0.3100,0.3300,0.3500,0.3300,0.3300,0.00,1216.00
KXHIGHLAX-25JUL02-B68.5,1751422920,2025-07-02T02:22:00+00:00,1,,,,,,0.3200,0.3100,0.3100,0.3100,0.3100,0.3300,0.3500,0.3300,0.3300,0.00,1216.00
KXHIGHLAX-25JUL02-B68.5,1751423160,2025-07-02T02:26:00+00:00,1,,,,,,0.3200,0.3100,0.3100,0.3100,0.3100,0.3300,0.3500,0.3300,0.3300,0.00,1216.00
KXHIGHLAX-25JUL02-B68.5,1751423460,2025-07-02T02:31:00+00:00,1,,,,,,0.3200,0.3100,0.3100,0.3100,0.3100,0.3300,0.3300,0.3300,0.3300,0.00,1216.00
KXHIGHLAX-25JUL02-B68.5,1751424000,2025-07-02T02:40:00+00:00,1,,,,,,0.3200,0.3100,0.3100,0.3100,0.3100,0.3300,0.3500,0.3300,0.3300,0.00,1216.00
KXHIGHLAX-25JUL02-B68.5,1751424180,2025-07-02T02:43:00+00:00,1,,,,,,0.3200,0.3100,0.3100,0.3100,0.3100,0.3300,0.3500,0.3300,0.3300,0.00,1216.00
KXHIGHLAX-25JUL02-B68.5,1751424900,2025-07-02T02:55:00+00:00,1,,,,,,0.3200,0.3100,0.3100,0.3100,0.3100,0.3300,0.3300,0.3300,0.3300,0.00,1216.00
KXHIGHLAX-25JUL02-B68.5,1751425020,2025-07-02T02:57:00+00:00,1,0.3300,0.3500,0.3300,0.3500,0.3483,0.3200,0.3100,0.3100,0.3100,0.3100,0.3300,0.4000,0.3300,0.3500,140.00,1356.00
KXHIGHLAX-25JUL02-B68.5,1751425080,2025-07-02T02:58:00+00:00,1,,,,,,0.3500,0.3100,0.3100,0.3100,0.3100,0.3500,0.4000,0.3400,0.3400,0.00,1356.00
KXHIGHLAX-25JUL02-B68.5,1751425140,2025-07-02T02:59:00+00:00,1,,,,,,0.3500,0.3100,0.3200,0.3100,0.3200,0.3400,0.3400,0.3400,0.3400,0.00,1356.00
KXHIGHLAX-25JUL02-B68.5,1751425260,2025-07-02T03:01:00+00:00,1,0.3400,0.3600,0.3400,0.3600,0.3500,0.3500,0.3200,0.3200,0.3200,0.3200,0.3400,0.4000,0.3400,0.3400,40.00,1396.00
KXHIGHLAX-25JUL02-B68.5,1751425440,2025-07-02T03:04:00+00:00,1,,,,,,0.3600,0.3200,0.3200,0.3100,0.3100,0.3400,0.4000,0.3400,0.3500,0.00,1396.00
KXHIGHLAX-25JUL02-B68.5,1751425500,2025-07-02T03:05:00+00:00,1,0.3500,0.3700,0.3500,0.3700,0.3569,0.3600,0.3100,0.3100,0.3100,0.3100,0.3500,0.4000,0.3500,0.3600,134.00,1530.00
KXHIGHLAX-25JUL02-B68.5,1751425560,2025-07-02T03:06:00+00:00,1,,,,,,0.3700,0.3100,0.3200,0.3100,0.3200,0.3600,0.3600,0.3600,0.3600,0.00,1530.00
KXHIGHLAX-25JUL02-B68.5,1751425620,2025-07-02T03:07:00+00:00,1,,,,,,0.3700,0.3200,0.3200,0.3200,0.3200,0.3600,0.3600,0.3600,0.3600,0.00,1530.00
KXHIGHLAX-25JUL02-B68.5,1751425860,2025-07-02T03:11:00+00:00,1,0.3600,0.4000,0.3600,0.4000,0.3856,0.3700,0.3200,0.3500,0.3200,0.3500,0.3600,0.4100,0.3600,0.4000,497.00,2027.00
