ticker,end_period_ts,end_period_utc,interval_min,price_open,price_high,price_low,price_close,price_mean,price_previous,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,volume,open_interest
KXHIGHLAX-25JUL02-B68.5,1751473860,2025-07-02T16:31:00+00:00,1,,,,,,0.4700,0.3400,0.3400,0.3400,0.3400,0.4800,0.4800,0.4800,0.4800,0.00,3781.00
KXHIGHLAX-25JUL02-B68.5,1751473920,2025-07-02T16:32:00+00:00,1,,,,,,0.4700,0.3400,0.3400,0.3400,0.3400,0.4800,0.4800,0.4800,0.4800,0.00,3781.00
KXHIGHLAX-25JUL02-B68.5,1751473980,2025-07-02T16:33:00+00:00,1,,,,,,0.4700,0.3400,0.3400,0.3300,0.3400,0.4800,0.4800,0.4800,0.4800,0.00,3781.00
KXHIGHLAX-25JUL02-B68.5,1751474040,2025-07-02T16:34:00+00:00,1,,,,,,0.4700,0.3400,0.3400,0.3300,0.3400,0.4800,0.4800,0.4800,0.4800,0.00,3781.00
KXHIGHLAX-25JUL02-B68.5,1751474220,2025-07-02T16:37:00+00:00,1,,,,,,0.4700,0.3400,0.3400,0.3300,0.3300,0.4800,0.4900,0.4600,0.4800,0.00,3781.00
KXHIGHLAX-25JUL02-B68.5,1751474280,2025-07-02T16:38:00+00:00,1,,,,,,0.4700,0.3300,0.3400,0.3300,0.3400,0.4800,0.4800,0.4800,0.4800,0.00,3781.00
KXHIGHLAX-25JUL02-B68.5,1751474340,2025-07-02T16:39:00+00:00,1,,,,,,0.4700,0.3400,0.3400,0.3300,0.3400,0.4800,0.4800,0.4800,0.4800,0.00,3781.00
KXHIGHLAX-25JUL02-B68.5,1751474460,2025-07-02T16:41:00+00:00,1,,,,,,0.4700,0.3400,0.3400,0.3300,0.3400,0.4800,0.4800,0.4800,0.4800,0.00,3781.00
KXHIGHLAX-25JUL02-B68.5,1751474520,2025-07-02T16:42:00+00:00,1,,,,,,0.4700,0.3400,0.3400,0.3300,0.3400,0.4800,0.4800,0.4800,0.4800,0.00,3781.00
KXHIGHLAX-25JUL02-B68.5,1751474580,2025-07-02T16:43:00+00:00,1,0.4800,0.4900,0.4800,0.4900,0.4866,0.4700,0.3400,0.3400,0.2600,0.2600,0.4800,0.5000,0.4800,0.4900,47.00,3791.00
KXHIGHLAX-25JUL02-B68.5,1751474640,2025-07-02T16:44:00+00:00,1,,,,,,0.4900,0.2600,0.4300,0.2600,0.4300,0.4900,0.4900,0.4800,0.4800,0.00,3791.00
KXHIGHLAX-25JUL02-B68.5,1751474700,2025-07-02T16:45:00+00:00,1,,,,,,0.4900,0.4300,0.4300,0.4300,0.4300,0.4800,0.4800,0.4800,0.4800,0.00,3791.00
KXHIGHLAX-25JUL02-B68.5,1751474760,2025-07-02T16:46:00+00:00,1,,,,,,0.4900,0.4300,0.4300,0.4300,0.4300,0.4800,0.4800,0.4800,0.4800,0.00,3791.00
KXHIGHLAX-25JUL02-B68.5,1751474820,2025-07-02T16:47:00+00:00,1,0.4300,0.4300,0.4300,0.4300,0.4300,0.4900,0.4300,0.4300,0.4300,0.4300,0.4800,0.4800,0.4800,0.4800,1.00,3791.00
KXHIGHLAX-25JUL02-B68.5,1751474880,2025-07-02T16:48:00+00:00,1,,,,,,0.4300,0.4300,0.4300,0.4300,0.4300,0.4800,0.4800,0.4800,0.4800,0.00,3791.00
KXHIGHLAX-25JUL02-B68.5,1751475000,2025-07-02T16:50:00+00:00,1,,,,,,0.4300,0.4300,0.4300,0.4300,0.4300,0.4800,0.4900,0.4800,0.4900,0.00,3791.00
KXHIGHLAX-25JUL02-B68.5,1751475060,2025-07-02T16:51:00+00:00,1,,,,,,0.4300,0.4300,0.4300,0.4300,0.4300,0.4900,0.4900,0.4900,0.4900,0.00,3791.00
KXHIGHLAX-25JUL02-B68.5,1751475360,2025-07-02T16:56:00+00:00,1,,,,,,0.4300,0.4300,0.4400,0.4300,0.4400,0.4900,0.4900,0.4900,0.4900,0.00,3791.00
KXHIGHLAX-25JUL02-B68.5,1751475420,2025-07-02T16:57:00+00:00,1,,,,,,0.4300,0.4400,0.4400,0.4400,0.4400,0.4900,0.4900,0.4900,0.4900,0.00,3791.00
KXHIGHLAX-25JUL02-B68.5,1751475540,2025-07-02T16:59:00+00:00,1,0.4400,0.4400,0.4400,0.4400,0.4400,0.4300,0.4400,0.4400,0.4300,0.4400,0.4900,0.5000,0.4900,0.5000,17.00,3791.00
KXHIGHLAX-25JUL02-B68.5,1751475600,2025-07-02T17:00:00+00:00,1,,,,,,0.4400,0.4400,0.4400,0.4300,0.4400,0.5000,0.5000,0.4900,0.4900,0.00,3791.00
KXHIGHLAX-25JUL02-B68.5,1751475660,2025-07-02T17:01:00+00:00,1,,,,,,0.4400,0.4400,0.4400,0.4300,0.4400,0.4900,0.4900,0.4900,0.4900,0.00,3791.00
KXHIGHLAX-25JUL02-B68.5,1751475720,2025-07-02T17:02:00+00:00,1,,,,,,0.4400,0.4400,0.4400,0.4300,0.4400,0.4900,0.4900,0.4800,0.4900,0.00,3791.00
KXHIGHLAX-25JUL02-B68.5,1751475780,2025-07-02T17:03:00+00:00,1,,,,,,0.4400,0.4400,0.4400,0.4300,0.4300,0.4900,0.4900,0.4900,0.4900,0.00,3791.00
KXHIGHLAX-25JUL02-B68.5,1751475840,2025-07-02T17:04:00+00:00,1,,,,,,0.4400,0.4300,0.4400,0.4300,0.4400,0.4900,0.4900,0.4900,0.4900,0.00,3791.00
KXHIGHLAX-25JUL02-B68.5,1751475900,2025-07-02T17:05:00+00:00,1,,,,,,0.4400,0.4400,0.4400,0.4300,0.4400,0.4900,0.4900,0.4900,0.4900,0.00,3791.00
KXHIGHLAX-25JUL02-B68.5,1751475960,2025-07-02T17:06:00+00:00,1,,,,,,0.4400,0.4400,0.4400,0.4300,0.4400,0.4900,0.5000,0.4900,0.5000,0.00,3791.00
KXHIGHLAX-25JUL02-B68.5,1751476020,2025-07-02T17:07:00+00:00,1,,,,,,0.4400,0.4400,0.4400,0.4300,0.4300,0.5000,0.5000,0.5000,0.5000,0.00,3791.00
KXHIGHLAX-25JUL02-B68.5,1751476080,2025-07-02T17:08:00+00:00,1,,,,,,0.4400,0.4300,0.4400,0.4300,0.4300,0.5000,0.5000,0.5000,0.5000,0.00,3791.00
KXHIGHLAX-25JUL02-B68.5,1751476140,2025-07-02T17:09:00+00:00,1,,,,,,0.4400,0.4300,0.4600,0.4300,0.4300,0.5000,0.5000,0.4900,0.5000,0.00,3791.00
KXHIGHLAX-25JUL02-B68.5,1751476200,2025-07-02T17:10:00+00:00,1,,,,,,0.4400,0.4300,0.4400,0.4300,0.4300,0.5000,0.5000,0.5000,0.5000,0.00,3791.00
KXHIGHLAX-25JUL02-B68.5,1751476260,2025-07-02T17:11:00+00:00,1,0.4300,0.4300,0.4300,0.4300,0.4300,0.4400,0.4300,0.4400,0.4300,0.4400,0.5000,0.5700,0.5000,0.5400,13.00,3778.00
KXHIGHLAX-25JUL02-B68.5,1751476320,2025-07-02T17:12:00+00:00,1,,,,,,0.4300,0.4400,0.4400,0.4300,0.4400,0.5400,0.5800,0.5000,0.5500,0.00,3778.00
KXHIGHLAX-25JUL02-B68.5,1751476380,2025-07-02T17:13:00+00:00,1,,,,,,0.4300,0.4400,0.4400,0.4300,0.4400,0.5500,0.5800,0.5000,0.5100,0.00,3778.00
KXHIGHLAX-25JUL02-B68.5,1751476440,2025-07-02T17:14:00+00:00,1,0.4300,0.4300,0.4100,0.4100,0.4154,0.4300,0.4400,0.4400,0.4100,0.4200,0.5100,0.5800,0.5000,0.5200,160.00,3618.00
KXHIGHLAX-25JUL02-B68.5,1751476500,2025-07-02T17:15:00+00:00,1,,,,,,0.4100,0.4200,0.4200,0.4200,0.4200,0.5200,0.5800,0.4900,0.5100,0.00,3618.00
KXHIGHLAX-25JUL02-B68.5,1751476560,2025-07-02T17:16:00+00:00,1,,,,,,0.4100,0.4200,0.4200,0.4200,0.4200,0.5100,0.5800,0.4900,0.5000,0.00,3618.00
KXHIGHLAX-25JUL02-B68.5,1751476620,2025-07-02T17:17:00+00:00,1,,,,,,0.4100,0.4200,0.4200,0.4200,0.4200,0.5000,0.5800,0.5000,0.5000,0.00,3618.00
KXHIGHLAX-25JUL02-B68.5,1751476680,2025-07-02T17:18:00+00:00,1,,,,,,0.4100,0.4200,0.4200,0.4200,0.4200,0.5000,0.5000,0.5000,0.5000,0.00,3618.00
KXHIGHLAX-25JUL02-B68.5,1751476740,2025-07-02T17:19:00+00:00,1,,,,,,0.4100,0.4200,0.4200,0.4200,0.4200,0.5000,0.5000,0.5000,0.5000,0.00,3618.00
KXHIGHLAX-25JUL02-B68.5,1751476800,2025-07-02T17:20:00+00:00,1,,,,,,0.4100,0.4200,0.4200,0.4200,0.4200,0.5000,0.5000,0.5000,0.5000,0.00,3618.00
KXHIGHLAX-25JUL02-B68.5,1751476860,2025-07-02T17:21:00+00:00,1,,,,,,0.4100,0.4200,0.4200,0.4200,0.4200,0.5000,0.5000,0.5000,0.5000,0.00,3618.00
KXHIGHLAX-25JUL02-B68.5,1751476920,2025-07-02T17:22:00+00:00,1,,,,,,0.4100,0.4200,0.4200,0.4200,0.4200,0.5000,0.5000,0.5000,0.5000,0.00,3618.00
KXHIGHLAX-25JUL02-B68.5,1751476980,2025-07-02T17:23:00+00:00,1,,,,,,0.4100,0.4200,0.4200,0.4200,0.4200,0.5000,0.5000,0.5000,0.5000,0.00,3618.00
KXHIGHLAX-25JUL02-B68.5,1751477040,2025-07-02T17:24:00+00:00,1,,,,,,0.4100,0.4200,0.4200,0.4200,0.4200,0.5000,0.5000,0.5000,0.5000,0.00,3618.00
KXHIGHLAX-25JUL02-B68.5,1751477100,2025-07-02T17:25:00+00:00,1,,,,,,0.4100,0.4200,0.4200,0.4200,0.4200,0.5000,0.5000,0.4700,0.5000,0.00,3618.00
KXHIGHLAX-25JUL02-B68.5,1751477160,2025-07-02T17:26:00+00:00,1,,,,,,0.4100,0.4200,0.4200,0.4200,0.4200,0.5000,0.5000,0.5000,0.5000,0.00,3618.00
KXHIGHLAX-25JUL02-B68.5,1751477220,2025-07-02T17:27:00+00:00,1,,,,,,0.4100,0.4200,0.4200,0.4200,0.4200,0.5000,0.5000,0.5000,0.5000,0.00,3618.00
KXHIGHLAX-25JUL02-B68.5,1751477280,2025-07-02T17:28:00+00:00,1,,,,,,0.4100,0.4200,0.4200,0.4200,0.4200,0.5000,0.5000,0.5000,0.5000,0.00,3618.00
KXHIGHLAX-25JUL02-B68.5,1751477340,2025-07-02T17:29:00+00:00,1,,,,,,0.4100,0.4200,0.4200,0.4200,0.4200,0.5000,0.5000,0.5000,0.5000,0.00,3618.00
KXHIGHLAX-25JUL02-B68.5,1751477400,2025-07-02T17:30:00+00:00,1,,,,,,0.4100,0.4200,0.4200,0.4200,0.4200,0.5000,0.5000,0.5000,0.5000,0.00,3618.00
KXHIGHLAX-25JUL02-B68.5,1751477460,2025-07-02T17:31:00+00:00,1,,,,,,0.4100,0.4200,0.4200,0.4200,0.4200,0.5000,0.5000,0.5000,0.5000,0.00,3618.00
KXHIGHLAX-25JUL02-B68.5,1751477520,2025-07-02T17:32:00+00:00,1,,,,,,0.4100,0.4200,0.4200,0.4200,0.4200,0.5000,0.5000,0.5000,0.5000,0.00,3618.00
KXHIGHLAX-25JUL02-B68.5,1751477580,2025-07-02T17:33:00+00:00,1,,,,,,0.4100,0.4200,0.4200,0.4200,0.4200,0.5000,0.5000,0.5000,0.5000,0.00,3618.00
KXHIGHLAX-25JUL02-B68.5,1751477640,2025-07-02T17:34:00+00:00,1,,,,,,0.4100,0.4200,0.4300,0.4200,0.4200,0.5000,0.5000,0.4700,0.5000,0.00,3618.00
KXHIGHLAX-25JUL02-B68.5,1751477700,2025-07-02T17:35:00+00:00,1,,,,,,0.4100,0.4200,0.4200,0.4200,0.4200,0.5000,0.5000,0.4700,0.4700,0.00,3618.00
KXHIGHLAX-25JUL02-B68.5,1751477880,2025-07-02T17:38:00+00:00,1,,,,,,0.4100,0.4200,0.4200,0.4200,0.4200,0.4700,0.4700,0.4700,0.4700,0.00,3618.00
KXHIGHLAX-25JUL02-B68.5,1751477940,2025-07-02T17:39:00+00:00,1,,,,,,0.4100,0.4200,0.4200,0.4200,0.4200,0.4700,0.4700,0.4700,0.4700,0.00,3618.00
KXHIGHLAX-25JUL02-B68.5,1751478000,2025-07-02T17:40:00+00:00,1,,,,,,0.4100,0.4200,0.4200,0.4200,0.4200,0.4700,0.4700,0.4700,0.4700,0.00,3618.00
KXHIGHLAX-25JUL02-B68.5,1751478300,2025-07-02T17:45:00+00:00,1,,,,,,0.4100,0.4200,0.4200,0.4200,0.4200,0.4700,0.4700,0.4700,0.4700,0.00,3618.00
KXHIGHLAX-25JUL02-B68.5,1751478360,2025-07-02T17:46:00+00:00,1,0.4300,0.4300,0.4300,0.4300,0.4300,0.4100,0.4200,0.4200,0.2000,0.2100,0.4700,0.4700,0.4300,0.4300,13.00,3618.00
KXHIGHLAX-25JUL02-B68.5,1751478420,2025-07-02T17:47:00+00:00,1,,,,,,0.4300,0.2100,0.2100,0.2000,0.2000,0.4300,0.5000,0.4100,0.4700,0.00,3618.00
KXHIGHLAX-25JUL02-B68.5,1751478480,2025-07-02T17:48:00+00:00,1,,,,,,0.4300,0.2000,0.2100,0.2000,0.2100,0.4700,0.4700,0.4000,0.4000,0.00,3618.00
KXHIGHLAX-25JUL02-B68.5,1751478540,2025-07-02T17:49:00+00:00,1,,,,,,0.4300,0.2100,0.2100,0.2000,0.2100,0.4000,0.4900,0.4000,0.4300,0.00,3618.00
KXHIGHLAX-25JUL02-B68.5,1751478660,2025-07-02T17:51:00+00:00,1,,,,,,0.4300,0.2100,0.3700,0.2000,0.3500,0.4300,0.5000,0.4000,0.4900,0.00,3618.00
KXHIGHLAX-25JUL02-B68.5,1751478720,2025-07-02T17:52:00+00:00,1,,,,,,0.4300,0.3500,0.3600,0.3500,0.3500,0.4900,0.5000,0.4900,0.5000,0.00,3618.00
KXHIGHLAX-25JUL02-B68.5,1751478780,2025-07-02T17:53:00+00:00,1,,,,,,0.4300,0.3500,0.3600,0.3500,0.3600,0.5000,0.5000,0.5000,0.5000,0.00,3618.00
KXHIGHLAX-25JUL02-B68.5,1751478840,2025-07-02T17:54:00+00:00,1,,,,,,0.4300,0.3600,0.3600,0.3500,0.3500,0.5000,0.5000,0.5000,0.5000,0.00,3618.00
KXHIGHLAX-25JUL02-B68.5,1751478900,2025-07-02T17:55:00+00:00,1,,,,,,0.4300,0.3500,0.3700,0.3500,0.3500,0.5000,0.5000,0.5000,0.5000,0.00,3618.00
KXHIGHLAX-25JUL02-B68.5,1751478960,2025-07-02T17:56:00+00:00,1,,,,,,0.4300,0.3500,0.3600,0.3500,0.3600,0.5000,0.5000,0.4700,0.4700,0.00,3618.00
KXHIGHLAX-25JUL02-B68.5,1751479020,2025-07-02T17:57:00+00:00,1,,,,,,0.4300,0.3600,0.3600,0.3600,0.3600,0.4700,0.4700,0.4700,0.4700,0.00,3618.00
KXHIGHLAX-25JUL02-B68.5,1751479080,2025-07-02T17:58:00+00:00,1,,,,,,0.4300,0.3600,0.3600,0.3600,0.3600,0.4700,0.4700,0.4700,0.4700,0.00,3618.00
KXHIGHLAX-25JUL02-B68.5,1751479140,2025-07-02T17:59:00+00:00,1,,,,,,0.4300,0.3600,0.4300,0.3600,0.4300,0.4700,0.4900,0.4700,0.4900,0.00,3618.00
KXHIGHLAX-25JUL02-B68.5,1751479200,2025-07-02T18:00:00+00:00,1,,,,,,0.4300,0.4300,0.4300,0.4300,0.4300,0.4900,0.4900,0.4600,0.4600,0.00,3618.00
KXHIGHLAX-25JUL02-B68.5,1751479260,2025-07-02T18:01:00+00:00,1,,,,,,0.4300,0.4300,0.4300,0.4100,0.4100,0.4600,0.5000,0.4600,0.5000,0.00,3618.00
KXHIGHLAX-25JUL02-B68.5,1751479320,2025-07-02T18:02:00+00:00,1,,,,,,0.4300,0.4100,0.4200,0.4100,0.4200,0.5000,0.5000,0.4900,0.4900,0.00,3618.00
KXHIGHLAX-25JUL02-B68.5,1751479380,2025-07-02T18:03:00+00:00,1,,,,,,0.4300,0.4200,0.4200,0.4100,0.4100,0.4900,0.5000,0.4900,0.4900,0.00,3618.00
KXHIGHLAX-25JUL02-B68.5,1751479440,2025-07-02T18:04:00+00:00,1,,,,,,0.4300,0.4100,0.4200,0.4100,0.4200,0.4900,0.5000,0.4900,0.4900,0.00,3618.00
KXHIGHLAX-25JUL02-B68.5,1751479500,2025-07-02T18:05:00+00:00,1,,,,,,0.4300,0.4200,0.4200,0.4100,0.4200,0.4900,0.5000,0.4900,0.5000,0.00,3618.00
KXHIGHLAX-25JUL02-B68.5,1751479560,2025-07-02T18:06:00+00:00,1,,,,,,0.4300,0.4200,0.4200,0.4100,0.4200,0.5000,0.5000,0.4900,0.4900,0.00,3618.00
KXHIGHLAX-25JUL02-B68.5,1751479620,2025-07-02T18:07:00+00:00,1,,,,,,0.4300,0.4200,0.4200,0.4100,0.4200,0.4900,0.4900,0.4900,0.4900,0.00,3618.00
KXHIGHLAX-25JUL02-B68.5,1751479680,2025-07-02T18:08:00+00:00,1,,,,,,0.4300,0.4200,0.4200,0.4100,0.4200,0.4900,0.4900,0.4900,0.4900,0.00,3618.00
KXHIGHLAX-25JUL02-B68.5,1751479740,2025-07-02T18:09:00+00:00,1,,,,,,0.4300,0.4200,0.4200,0.4100,0.4100,0.4900,0.4900,0.4900,0.4900,0.00,3618.00
KXHIGHLAX-25JUL02-B68.5,1751479800,2025-07-02T18:10:00+00:00,1,,,,,,0.4300,0.4100,0.4200,0.4100,0.4100,0.4900,0.4900,0.4900,0.4900,0.00,3618.00
KXHIGHLAX-25JUL02-B68.5,1751479860,2025-07-02T18:11:00+00:00,1,,,,,,0.4300,0.4100,0.4200,0.4100,0.4100,0.4900,0.4900,0.4700,0.4700,0.00,3618.00
KXHIGHLAX-25JUL02-B68.5,1751479920,2025-07-02T18:12:00+00:00,1,,,,,,0.4300,0.4100,0.4300,0.4100,0.4200,0.4700,0.5000,0.4700,0.5000,0.00,3618.00
KXHIGHLAX-25JUL02-B68.5,1751479980,2025-07-02T18:13:00+00:00,1,,,,,,0.4300,0.4200,0.4200,0.4100,0.4200,0.5000,0.5000,0.5000,0.5000,0.00,3618.00
KXHIGHLAX-25JUL02-B68.5,1751480040,2025-07-02T18:14:00+00:00,1,,,,,,0.4300,0.4200,0.4200,0.4100,0.4200,0.5000,0.5000,0.5000,0.5000,0.00,3618.00
KXHIGHLAX-25JUL02-B68.5,1751480100,2025-07-02T18:15:00+00:00,1,,,,,,0.4300,0.4200,0.4200,0.4100,0.4200,0.5000,0.5000,0.5000,0.5000,0.00,3618.00
KXHIGHLAX-25JUL02-B68.5,1751480160,2025-07-02T18:16:00+00:00,1,,,,,,0.4300,0.4200,0.4200,0.4100,0.4200,0.5000,0.5000,0.5000,0.5000,0.00,3618.00
KXHIGHLAX-25JUL02-B68.5,1751480220,2025-07-02T18:17:00+00:00,1,,,,,,0.4300,0.4200,0.4200,0.4100,0.4100,0.5000,0.5000,0.5000,0.5000,0.00,3618.00
KXHIGHLAX-25JUL02-B68.5,1751480280,2025-07-02T18:18:00+00:00,1,,,,,,0.4300,0.4100,0.4200,0.4100,0.4100,0.5000,0.5000,0.5000,0.5000,0.00,3618.00
KXHIGHLAX-25JUL02-B68.5,1751480340,2025-07-02T18:19:00+00:00,1,,,,,,0.4300,0.4100,0.4200,0.4100,0.4100,0.5000,0.5000,0.5000,0.5000,0.00,3618.00
KXHIGHLAX-25JUL02-B68.5,1751480400,2025-07-02T18:20:00+00:00,1,,,,,,0.4300,0.4100,0.4200,0.4100,0.4100,0.5000,0.5000,0.5000,0.5000,0.00,3618.00
KXHIGHLAX-25JUL02-B68.5,1751480460,2025-07-02T18:21:00+00:00,1,,,,,,0.4300,0.4100,0.4200,0.4100,0.4100,0.5000,0.5000,0.4900,0.5000,0.00,3618.00
KXHIGHLAX-25JUL02-B68.5,1751480520,2025-07-02T18:22:00+00:00,1,0.4200,0.4200,0.4100,0.4100,0.4107,0.4300,0.4100,0.4300,0.4100,0.4100,0.5000,0.5000,0.5000,0.5000,222.00,3818.00
KXHIGHLAX-25JUL02-B68.5,1751480580,2025-07-02T18:23:00+00:00,1,,,,,,0.4100,0.4100,0.4400,0.4100,0.4400,0.5000,0.5000,0.5000,0.5000,0.00,3818.00
KXHIGHLAX-25JUL02-B68.5,1751480640,2025-07-02T18:24:00+00:00,1,,,,,,0.4100,0.4400,0.4400,0.4400,0.4400,0.5000,0.5000,0.5000,0.5000,0.00,3818.00
KXHIGHLAX-25JUL02-B68.5,1751480700,2025-07-02T18:25:00+00:00,1,,,,,,0.4100,0.4400,0.4400,0.4400,0.4400,0.5000,0.5000,0.5000,0.5000,0.00,3818.00
KXHIGHLAX-25JUL02-B68.5,1751480760,2025-07-02T18:26:00+00:00,1,0.5000,0.5000,0.5000,0.5000,0.5000,0.4100,0.4400,0.5100,0.4400,0.5100,0.5000,0.5400,0.5000,0.5300,10.00,3818.00
KXHIGHLAX-25JUL02-B68.5,1751480820,2025-07-02T18:27:00+00:00,1,,,,,,0.5000,0.5100,0.5100,0.5100,0.5100,0.5300,0.5400,0.5200,0.5300,0.00,3818.00
KXHIGHLAX-25JUL02-B68.5,1751480880,2025-07-02T18:28:00+00:00,1,,,,,,0.5000,0.5100,0.5100,0.5100,0.5100,0.5300,0.5400,0.5200,0.5300,0.00,3818.00
KXHIGHLAX-25JUL02-B68.5,1751480940,2025-07-02T18:29:00+00:00,1,,,,,,0.5000,0.5100,0.5100,0.5000,0.5000,0.5300,0.5400,0.5200,0.5400,0.00,3818.00
KXHIGHLAX-25JUL02-B68.5,1751481000,2025-07-02T18:30:00+00:00,1,,,,,,0.5000,0.5000,0.5000,0.5000,0.5000,0.5400,0.5400,0.5100,0.5400,0.00,3818.00
KXHIGHLAX-25JUL02-B68.5,1751481060,2025-07-02T18:31:00+00:00,1,,,,,,0.5000,0.5000,0.5000,0.5000,0.5000,0.5400,0.5400,0.5200,0.5300,0.00,3818.00
KXHIGHLAX-25JUL02-B68.5,1751481120,2025-07-02T18:32:00+00:00,1,,,,,,0.5000,0.5000,0.5000,0.5000,0.5000,0.5300,0.5400,0.5200,0.5300,0.00,3818.00
KXHIGHLAX-25JUL02-B68.5,1751481180,2025-07-02T18:33:00+00:00,1,,,,,,0.5000,0.5000,0.5000,0.5000,0.5000,0.5300,0.5500,0.5100,0.5300,0.00,3818.00
KXHIGHLAX-25JUL02-B68.5,1751481240,2025-07-02T18:34:00+00:00,1,,,,,,0.5000,0.5000,0.5000,0.5000,0.5000,0.5300,0.5400,0.5300,0.5300,0.00,3818.00
KXHIGHLAX-25JUL02-B68.5,1751481300,2025-07-02T18:35:00+00:00,1,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5300,0.5400,0.5100,0.5400,10.00,3818.00
KXHIGHLAX-25JUL02-B68.5,1751481360,2025-07-02T18:36:00+00:00,1,,,,,,0.5000,0.5000,0.5000,0.5000,0.5000,0.5400,0.5400,0.5100,0.5300,0.00,3818.00
KXHIGHLAX-25JUL02-B68.5,1751481420,2025-07-02T18:37:00+00:00,1,,,,,,0.5000,0.5000,0.5000,0.5000,0.5000,0.5300,0.5400,0.5200,0.5300,0.00,3818.00
KXHIGHLAX-25JUL02-B68.5,1751481480,2025-07-02T18:38:00+00:00,1,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5300,0.5400,0.5200,0.5400,8.00,3818.00
KXHIGHLAX-25JUL02-B68.5,1751481540,2025-07-02T18:39:00+00:00,1,,,,,,0.5000,0.5000,0.5000,0.4300,0.4300,0.5400,0.5400,0.5100,0.5200,0.00,3818.00
KXHIGHLAX-25JUL02-B68.5,1751481600,2025-07-02T18:40:00+00:00,1,,,,,,0.5000,0.4300,0.4400,0.4300,0.4300,0.5200,0.5400,0.5000,0.5200,0.00,3818.00
KXHIGHLAX-25JUL02-B68.5,1751481660,2025-07-02T18:41:00+00:00,1,,,,,,0.5000,0.4300,0.4400,0.4300,0.4300,0.5200,0.5400,0.5100,0.5300,0.00,3818.00
KXHIGHLAX-25JUL02-B68.5,1751481720,2025-07-02T18:42:00+00:00,1,,,,,,0.5000,0.4300,0.4400,0.4300,0.4300,0.5300,0.5300,0.5300,0.5300,0.00,3818.00
KXHIGHLAX-25JUL02-B68.5,1751481780,2025-07-02T18:43:00+00:00,1,,,,,,0.5000,0.4300,0.4500,0.4300,0.4500,0.5300,0.5300,0.5300,0.5300,0.00,3818.00
KXHIGHLAX-25JUL02-B68.5,1751481840,2025-07-02T18:44:00+00:00,1,,,,,,0.5000,0.4500,0.4600,0.4400,0.4500,0.5300,0.5400,0.5000,0.5300,0.00,3818.00
KXHIGHLAX-25JUL02-B68.5,1751481900,2025-07-02T18:45:00+00:00,1,,,,,,0.5000,0.4500,0.4600,0.4500,0.4600,0.5300,0.5400,0.5100,0.5100,0.00,3818.00
KXHIGHLAX-25JUL02-B68.5,1751481960,2025-07-02T18:46:00+00:00,1,,,,,,0.5000,0.4600,0.4600,0.4500,0.4600,0.5100,0.5400,0.4900,0.5000,0.00,3818.00
KXHIGHLAX-25JUL02-B68.5,1751482020,2025-07-02T18:47:00+00:00,1,,,,,,0.5000,0.4600,0.4600,0.4500,0.4600,0.5000,0.5400,0.4900,0.5300,0.00,3818.00
KXHIGHLAX-25JUL02-B68.5,1751482080,2025-07-02T18:48:00+00:00,1,0.4700,0.4700,0.4700,0.4700,0.4700,0.5000,0.4600,0.4700,0.4500,0.4600,0.5300,0.5300,0.5200,0.5200,45.00,3818.00
KXHIGHLAX-25JUL02-B68.5,1751482140,2025-07-02T18:49:00+00:00,1,,,,,,0.4700,0.4600,0.4600,0.4600,0.4600,0.5200,0.5200,0.5200,0.5200,0.00,3818.00
KXHIGHLAX-25JUL02-B68.5,1751482200,2025-07-02T18:50:00+00:00,1,,,,,,0.4700,0.4600,0.4600,0.4600,0.4600,0.5200,0.5300,0.5200,0.5200,0.00,3818.00
KXHIGHLAX-25JUL02-B68.5,1751482260,2025-07-02T18:51:00+00:00,1,,,,,,0.4700,0.4600,0.4600,0.4600,0.4600,0.5200,0.5300,0.4700,0.4700,0.00,3818.00
KXHIGHLAX-25JUL02-B68.5,1751482320,2025-07-02T18:52:00+00:00,1,0.4700,0.4700,0.4700,0.4700,0.4700,0.4700,0.4600,0.4900,0.4600,0.4900,0.4700,0.5300,0.4700,0.5200,10.00,3818.00
KXHIGHLAX-25JUL02-B68.5,1751482380,2025-07-02T18:53:00+00:00,1,0.5200,0.5200,0.5200,0.5200,0.5200,0.4700,0.4900,0.5200,0.4600,0.4700,0.5200,0.5300,0.5100,0.5200,88.00,3906.00
KXHIGHLAX-25JUL02-B68.5,1751482440,2025-07-02T18:54:00+00:00,1,0.5200,0.5300,0.5200,0.5300,0.5296,0.5200,0.4700,0.4700,0.4600,0.4700,0.5200,0.5300,0.5200,0.5300,450.00,4356.00
KXHIGHLAX-25JUL02-B68.5,1751482500,2025-07-02T18:55:00+00:00,1,,,,,,0.5300,0.4700,0.4700,0.4600,0.4700,0.5300,0.5300,0.5200,0.5200,0.00,4356.00
KXHIGHLAX-25JUL02-B68.5,1751482560,2025-07-02T18:56:00+00:00,1,,,,,,0.5300,0.4700,0.4700,0.4600,0.4700,0.5200,0.5300,0.5200,0.5300,0.00,4356.00
